iter	MAE
534	0.04446423022
535	0.04445393286
536	0.04441464906
537	0.04439661866
538	0.04438398428
539	0.0443239106
540	0.04424716747
541	0.04423204964
542	0.04421623026
543	0.04416836504
544	0.04408442754
545	0.04399777124
546	0.04395738788
547	0.04394499078
548	0.04393287976
549	0.04386630744
550	0.04385455984
551	0.04377679469
552	0.04376568208
553	0.04371836407
554	0.0436659818
555	0.04361738751
556	0.043579371
557	0.04356290837
558	0.04350580362
559	0.04348418092
560	0.04336490987
561	0.04334964564
562	0.04320700474
563	0.04312303156
564	0.04309356182
565	0.04307864009
566	0.04301610675
567	0.04299921525
568	0.04296286945
569	0.04292167466
570	0.04291097122
571	0.04287989257
572	0.04283171429
573	0.04281408753
574	0.04275090067
575	0.04273183395
576	0.04272273718
577	0.04264024759
578	0.04259702602
579	0.04258255802
580	0.04257094629
581	0.04252712139
582	0.04251217775
583	0.04246516547
584	0.04244601902
585	0.04242905273
586	0.04238235239
587	0.04237254719
588	0.04230648409
589	0.04227859015
590	0.04225773837
591	0.04223375922
592	0.0422250338
593	0.04220798441
594	0.04215159715
595	0.04208973716
596	0.04207088769
597	0.04205794867
598	0.04197118683
599	0.04196208422
